iter	Passed	Remaining
1659	185337	149610
1660	185463	149509
1661	185593	149412
1662	185715	149309
1663	185794	149171
1664	185935	149083
1665	186062	148983
1666	186137	148843
1667	186256	148736
1668	186362	148621
1669	186489	148521
1670	186601	148409
1671	186726	148309
1672	186830	148191
1673	186943	148081
1674	187081	147989
1675	187222	147901
1676	187322	147780
1677	187443	147676
1678	187568	147574
1679	187710	147486
1680	187830	147381
1681	187935	147264
1682	188042	147149
1683	188167	147047
1684	188294	146947
1685	188425	146851
1686	188553	146752
1687	188652	146630
1688	188775	146527
1689	188897	146423
1690	189032	146329
1691	189154	146225
1692	189266	146114
1693	189365	145992
1694	189442	145853
1695	189567	145752
1696	189688	145647
1697	189793	145530
1698	189919	145429
1699	190057	145338
1700	190181	145235
1701	190291	145122
1702	190403	145010
1703	190541	144918
1704	190654	144808
1705	190775	144703
1706	190903	144603
1707	190983	144467
1708	191111	144368
1709	191230	144261
1710	191333	144142
1711	191461	144043
1712	191614	143962
1713	191734	143856
1714	191858	143754
1715	191986	143654
1716	192099	143542
1717	192222	143439
1718	192375	143358
1719	192509	143263
1720	192652	143173
1721	192765	143063
1722	192892	142962
1723	193031	142870
1724	193158	142769
1725	193298	142678
1726	193427	142578
1727	193550	142474
1728	193665	142365
1729	193760	142240
1730	193898	142147
1731	194050	142064
1732	194169	141957
1733	194282	141846
1734	194395	141735
1735	194534	141642
1736	194677	141552
1737	194800	141449
1738	194922	141344
1739	195044	141239
1740	195173	141139
1741	195316	141049
1742	195463	140962
1743	195590	140861
1744	195723	140763
1745	195854	140665
1746	195976	140559
1747	196074	140437
1748	196206	140340
1749	196330	140235
1750	196462	140138
1751	196563	140018
1752	196702	139924
1753	196838	139829
1754	196962	139725
1755	197088	139622
1756	197229	139531
1757	197362	139433
1758	197456	139308
1759	197564	139193
1760	197679	139083
1761	197792	138971
1762	197912	138864
1763	198031	138756
1764	198167	138660
1765	198292	138557
1766	198430	138463
1767	198555	138359
1768	198679	138256
1769	198807	138154
1770	198935	138052
1771	199073	137958
1772	199197	137853
1773	199330	137756
1774	199407	137619
1775	199556	137532
1776	199679	137427
1777	199803	137322
1778	199932	137222
1779	200060	137120
1780	200173	137007
1781	200297	136903
1782	200457	136823
1783	200581	136719
1784	200683	136599
1785	200801	136491
1786	200911	136376
1787	201029	136268
1788	201153	136163
1789	201256	136044
1790	201380	135940
1791	201518	135845
1792	201650	135745
1793	201756	135628
1794	201884	135527
1795	202023	135432
1796	202106	135300
1797	202216	135185
1798	202354	135090
1799	202454	134969
1800	202578	134864
1801	202721	134772
1802	202800	134637
1803	202931	134537
1804	203064	134438
1805	203187	134333
1806	203310	134227
1807	203450	134133
1808	203564	134021
1809	203706	133928
1810	203831	133824
1811	203957	133720
1812	204100	133627
1813	204202	133508
1814	204340	133412
1815	204465	133307
1816	204578	133195
1817	204726	133106
1818	204839	132993
1819	204968	132891
1820	205093	132787
1821	205241	132697
1822	205397	132612
1823	205526	132510
1824	205664	132413
1825	205776	132301
1826	205901	132196
1827	206027	132091
1828	206149	131985
1829	206275	131881
1830	206354	131746
1831	206469	131635
1832	206601	131535
1833	206684	131403
1834	206820	131305
1835	206961	131210
1836	207080	131101
1837	207198	130992
1838	207306	130876
1839	207438	130776
1840	207575	130678
1841	207702	130575
1842	207824	130468
1843	207952	130365
1844	208077	130259
1845	208219	130165
1846	208335	130054
1847	208418	129923
1848	208524	129805
1849	208662	129709
1850	208776	129597
1851	208901	129491
1852	209014	129378
1853	209137	129272
1854	209276	129176
1855	209380	129057
1856	209502	128950
1857	209620	128841
1858	209768	128749
1859	209874	128632
1860	210003	128529
1861	210129	128424
1862	210265	128325
1863	210385	128217
1864	210528	128123
1865	210652	128017
1866	210776	127910
1867	210905	127807
1868	211035	127705
1869	211178	127610
1870	211304	127505
1871	211410	127388
1872	211484	127252
1873	211606	127144
1874	211728	127037
1875	211856	126932
1876	211991	126833
1877	212120	126730
1878	212268	126638
1879	212378	126523
1880	212493	126411
1881	212632	126313
1882	212743	126200
1883	212891	126107
1884	213016	126001
1885	213144	125897
1886	213275	125795
1887	213391	125684
1888	213537	125590
1889	213671	125489
1890	213800	125385
1891	213925	125280
1892	214004	125146
1893	214079	125011
1894	214201	124903
1895	214324	124796
1896	214437	124683
1897	214585	124590
1898	214692	124474
1899	214806	124361
1900	214928	124253
1901	215054	124148
1902	215175	124039
1903	215249	123904
1904	215366	123793
1905	215510	123698
1906	215641	123595
1907	215766	123488
1908	215879	123375
1909	215983	123257
1910	216129	123163
1911	216234	123045
1912	216367	122943
1913	216494	122838
1914	216587	122713
1915	216716	122610
1916	216817	122490
1917	216925	122374
1918	217048	122266
1919	217154	122149
1920	217277	122041
1921	217400	121934
1922	217524	121827
1923	217644	121717
1924	217742	121596
1925	217819	121463
1926	217924	121345
1927	218057	121243
1928	218186	121139
1929	218284	121017
1930	218381	120895
1931	218493	120782
1932	218620	120676
1933	218748	120571
1934	218876	120467
1935	219020	120370
1936	219146	120264
1937	219245	120143
1938	219352	120027
1939	219477	119920
1940	219584	119804
1941	219721	119703
1942	219841	119594
1943	219972	119491
1944	220088	119379
1945	220201	119266
1946	220323	119157
1947	220436	119045
1948	220556	118935
1949	220678	118826
1950	220777	118706
1951	220902	118599
1952	221015	118486
1953	221125	118371
1954	221250	118264
1955	221384	118162
1956	221493	118046
1957	221626	117944
1958	221762	117843
1959	221876	117730
1960	222005	117625
1961	222134	117520
1962	222228	117397
1963	222356	117291
1964	222499	117194
1965	222598	117073
1966	222705	116957
1967	222815	116842
1968	222949	116739
1969	223091	116641
1970	223214	116533
1971	223324	116418
1972	223451	116312
1973	223545	116189
1974	223669	116081
1975	223757	115955
1976	223877	115845
1977	223997	115735
1978	224118	115626
1979	224227	115510
1980	224332	115393
1981	224413	115263
1982	224507	115140
1983	224590	115012
1984	224693	114893
1985	224799	114776
1986	224930	114672
1987	225009	114541
1988	225131	114433
1989	225240	114318
1990	225336	114195
1991	225484	114100
1992	225610	113993
1993	225714	113875
1994	225812	113754
1995	225906	113632
1996	226014	113516
1997	226140	113409
1998	226250	113294
1999	226380	113190
2000	226504	113082
2001	226631	112975
2002	226722	112851
2003	226830	112736
2004	226967	112634
2005	227073	112518
2006	227178	112400
2007	227279	112281
2008	227384	112164
2009	227465	112035
2010	227603	111934
2011	227745	111835
2012	227877	111731
2013	227959	111602
2014	228099	111502
2015	228256	111411
2016	228387	111306
2017	228495	111190
2018	228575	111061
2019	228709	110957
2020	228835	110851
2021	228974	110750
2022	229072	110629
2023	229180	110513
2024	229284	110396
2025	229392	110280
2026	229479	110154
2027	229605	110047
2028	229743	109946
2029	229851	109830
2030	229966	109718
2031	230085	109607
2032	230209	109499
2033	230336	109393
2034	230445	109277
2035	230557	109163
2036	230661	109046
2037	230756	108924
2038	230861	108807
2039	230970	108691
2040	231102	108587
2041	231227	108479
2042	231320	108357
2043	231418	108236
2044	231525	108120
2045	231623	108000
2046	231732	107885
2047	231877	107786
2048	232009	107682
2049	232133	107574
2050	232225	107451
2051	232384	107358
2052	232509	107251
2053	232625	107139
2054	232750	107031
2055	232857	106915
2056	232980	106806
2057	233057	106676
2058	233153	106555
2059	233275	106446
2060	233382	106329
2061	233511	106224
2062	233618	106107
2063	233724	105991
2064	233850	105883
2065	233977	105776
2066	234100	105668
2067	234224	105559
2068	234359	105455
2069	234486	105349
2070	234603	105237
2071	234700	105116
2072	234826	105009
2073	234899	104878
2074	235022	104769
2075	235144	104659
2076	235267	104550
2077	235390	104441
2078	235494	104324
2079	235597	104206
2080	235725	104099
2081	235880	104005
2082	236026	103906
2083	236153	103798
2084	236307	103703
2085	236434	103595
2086	236554	103485
2087	236690	103382
2088	236798	103266
2089	236905	103150
2090	236989	103024
2091	237071	102897
2092	237175	102779
2093	237282	102663
2094	237390	102548
2095	237488	102428
2096	237611	102319
2097	237734	102210
2098	237863	102103
2099	237986	101994
2100	238077	101871
2101	238200	101762
2102	238323	101652
2103	238437	101539
2104	238546	101424
2105	238624	101296
2106	238713	101173
2107	238791	101044
2108	238897	100928
2109	239019	100818
2110	239161	100717
2111	239278	100605
2112	239356	100477
2113	239492	100373
2114	239595	100256
2115	239679	100130
2116	239768	100007
2117	239844	99878
2118	239967	99769
2119	240045	99641
2120	240169	99532
2121	240294	99424
2122	240393	99305
2123	240500	99189
2124	240583	99063
2125	240707	98955
2126	240819	98841
2127	240898	98714
2128	240989	98591
2129	241088	98472
2130	241207	98361
2131	241330	98252
2132	241409	98125
2133	241483	97996
2134	241589	97880
2135	241667	97753
2136	241764	97633
2137	241891	97525
2138	242012	97415
2139	242085	97286
2140	242163	97159
2141	242242	97032
2142	242350	96917
2143	242473	96808
2144	242595	96698
2145	242717	96589
2146	242856	96486
2147	242934	96359
2148	243069	96254
2149	243192	96145
2150	243300	96030
2151	243379	95904
2152	243472	95783
2153	243551	95656
2154	243656	95540
2155	243780	95431
2156	243881	95313
2157	244026	95213
2158	244147	95103
2159	244290	95001
2160	244417	94894
2161	244546	94787
2162	244623	94660
2163	244702	94534
2164	244824	94424
2165	244966	94322
2166	245046	94196
2167	245126	94070
2168	245229	93953
2169	245358	93846
2170	245464	93731
2171	245544	93605
2172	245626	93480
2173	245768	93378
2174	245848	93252
2175	245947	93134
2176	246075	93027
2177	246192	92915
2178	246301	92801
2179	246380	92675
2180	246485	92559
2181	246627	92456
2182	246751	92347
2183	246873	92238
2184	246953	92112
2185	247056	91996
2186	247205	91896
2187	247360	91799
2188	247482	91689
2189	247623	91586
2190	247746	91477
2191	247828	91352
2192	247919	91231
2193	248022	91115
2194	248151	91007
2195	248242	90886
2196	248341	90768
2197	248445	90652
2198	248588	90550
2199	248666	90424
2200	248769	90307
2201	248852	90183
2202	248930	90057
2203	249030	89940
2204	249137	89825
2205	249263	89716
2206	249384	89606
2207	249521	89502
2208	249677	89404
2209	249803	89296
2210	249881	89170
2211	250004	89061
2212	250125	88951
2213	250202	88825
2214	250327	88716
2215	250458	88609
2216	250602	88507
2217	250709	88392
2218	250819	88278
2219	250943	88169
2220	251065	88059
2221	251192	87951
2222	251314	87841
2223	251436	87731
2224	251560	87622
2225	251706	87520
2226	251828	87410
2227	251948	87299
2228	252090	87196
2229	252215	87087
2230	252299	86964
2231	252416	86853
2232	252550	86747
2233	252690	86643
2234	252796	86527
2235	252920	86418
2236	252999	86293
2237	253120	86183
2238	253225	86067
2239	253366	85963
2240	253511	85861
2241	253655	85758
2242	253732	85633
2243	253811	85508
2244	253932	85398
2245	254074	85294
2246	254216	85191
2247	254320	85075
2248	254420	84957
2249	254543	84847
2250	254667	84738
2251	254809	84634
2252	254937	84526
2253	255016	84402
2254	255119	84285
2255	255242	84175
2256	255365	84065
2257	255481	83953
2258	255587	83838
2259	255664	83713
2260	255806	83609
2261	255933	83500
2262	256026	83381
2263	256121	83262
2264	256228	83146
2265	256302	83021
2266	256382	82897
2267	256505	82787
2268	256596	82667
2269	256723	82558
2270	256817	82439
2271	256890	82313
2272	257014	82203
2273	257137	82094
2274	257216	81970
2275	257323	81855
2276	257444	81744
2277	257564	81633
2278	257683	81522
2279	257793	81408
2280	257872	81284
2281	257953	81161
2282	258094	81057
2283	258213	80946
2284	258355	80842
2285	258450	80723
2286	258554	80607
2287	258678	80497
2288	258756	80374
2289	258857	80257
2290	258930	80131
2291	259069	80026
2292	259208	79921
2293	259309	79804
2294	259416	79689
2295	259522	79574
2296	259632	79460
2297	259757	79351
2298	259885	79242
2299	260015	79135
2300	260121	79020
2301	260221	78902
2302	260328	78788
2303	260428	78671
2304	260568	78566
2305	260697	78457
2306	260838	78353
2307	260937	78235
2308	261015	78112
2309	261138	78002
2310	261282	77898
2311	261383	77782
2312	261516	77674
2313	261640	77564
2314	261740	77447
2315	261816	77324
2316	261934	77212
2317	262076	77107
2318	262175	76990
2319	262281	76875
2320	262404	76765
2321	262514	76651
2322	262615	76534
2323	262739	76424
2324	262853	76312
2325	262976	76202
2326	263098	76091
2327	263223	75982
2328	263339	75869
2329	263467	75761
2330	263589	75650
2331	263708	75539
2332	263799	75419
2333	263916	75307
2334	264038	75197
2335	264159	75086
2336	264278	74975
2337	264397	74863
2338	264518	74752
2339	264641	74642
2340	264755	74529
2341	264860	74414
2342	264937	74291
2343	265083	74187
2344	265206	74076
2345	265338	73968
2346	265435	73851
2347	265536	73734
2348	265657	73624
2349	265754	73506
2350	265868	73393
2351	265970	73277
2352	266088	73165
2353	266233	73061
2354	266357	72951
2355	266491	72844
2356	266622	72735
2357	266765	72630
2358	266884	72519
2359	266966	72397
2360	267075	72283
2361	267195	72172
2362	267322	72062
2363	267469	71958
2364	267604	71851
2365	267682	71729
2366	267804	71618
2367	267905	71501
2368	268008	71386
2369	268142	71278
2370	268228	71157
2371	268337	71043
2372	268465	70934
2373	268591	70824
2374	268713	70714
2375	268812	70597
2376	268924	70483
2377	269045	70372
2378	269168	70262
2379	269307	70155
2380	269452	70050
2381	269574	69940
2382	269679	69824
2383	269804	69714
2384	269904	69598
2385	270053	69493
2386	270155	69377
2387	270277	69267
2388	270401	69156
2389	270503	69040
2390	270605	68924
2391	270706	68808
2392	270811	68693
2393	270935	68582
2394	271049	68469
2395	271127	68347
2396	271246	68236
2397	271370	68125
2398	271471	68009
2399	271544	67886
2400	271644	67769
2401	271774	67660
2402	271923	67556
2403	272040	67444
2404	272140	67327
2405	272250	67214
2406	272374	67103
2407	272493	66991
2408	272605	66878
2409	272716	66764
2410	272790	66641
2411	272905	66529
2412	273007	66413
2413	273128	66302
2414	273244	66189
2415	273351	66075
2416	273481	65965
2417	273617	65858
2418	273723	65743
2419	273830	65628
2420	273962	65520
2421	274059	65403
2422	274170	65289
2423	274282	65176
2424	274390	65061
2425	274486	64944
2426	274615	64835
2427	274737	64724
2428	274872	64615
2429	275000	64506
2430	275129	64396
2431	275256	64286
2432	275353	64169
2433	275472	64058
2434	275568	63941
2435	275642	63818
2436	275716	63696
2437	275855	63589
2438	275986	63480
2439	276113	63370
2440	276232	63258
2441	276355	63147
2442	276479	63036
2443	276586	62922
2444	276691	62807
2445	276817	62697
2446	276921	62581
2447	277045	62470
2448	277152	62356
2449	277271	62244
2450	277383	62131
2451	277495	62017
2452	277573	61896
2453	277697	61786
2454	277805	61671
2455	277917	61558
2456	278040	61447
2457	278151	61333
2458	278281	61224
2459	278407	61113
2460	278528	61002
2461	278670	60895
2462	278793	60784
2463	278933	60677
2464	279028	60559
2465	279168	60452
2466	279278	60338
2467	279379	60222
2468	279505	60112
2469	279622	59999
2470	279738	59887
2471	279853	59774
2472	279953	59658
2473	280070	59546
2474	280194	59435
2475	280325	59325
2476	280447	59214
2477	280545	59097
2478	280670	58987
2479	280797	58876
2480	280911	58763
2481	281040	58653
2482	281168	58543
2483	281293	58433
2484	281400	58318
2485	281480	58198
2486	281589	58084
2487	281711	57972
2488	281821	57858
2489	281952	57749
2490	282078	57638
2491	282179	57522
2492	282275	57406
2493	282354	57286
2494	282481	57175
2495	282612	57066
2496	282724	56952
2497	282826	56837
2498	282953	56726
2499	283097	56619
2500	283197	56503
2501	283315	56391
2502	283445	56281
2503	283550	56166
2504	283669	56054
2505	283797	55944
2506	283928	55834
2507	284021	55717
2508	284148	55606
2509	284237	55488
2510	284346	55374
2511	284486	55266
2512	284607	55154
2513	284745	55046
2514	284874	54936
2515	284974	54820
2516	285096	54708
2517	285219	54597
2518	285302	54478
2519	285411	54364
2520	285520	54249
2521	285661	54141
2522	285769	54027
2523	285886	53915
2524	286014	53804
2525	286117	53689
2526	286237	53577
2527	286339	53462
2528	286454	53349
2529	286577	53237
2530	286698	53125
2531	286824	53014
2532	286946	52903
2533	287055	52789
2534	287145	52671
2535	287271	52560
2536	287389	52448
2537	287521	52338
2538	287615	52221
2539	287726	52107
2540	287838	51994
2541	287968	51884
2542	288094	51773
2543	288212	51660
2544	288289	51540
2545	288379	51423
2546	288502	51312
2547	288628	51201
2548	288705	51081
2549	288846	50972
2550	288949	50857
2551	289057	50743
2552	289173	50630
2553	289301	50520
2554	289429	50409
2555	289519	50292
2556	289669	50185
2557	289793	50073
2558	289919	49962
2559	290015	49846
2560	290155	49737
2561	290249	49621
2562	290373	49509
2563	290483	49395
2564	290591	49281
2565	290688	49165
2566	290795	49051
2567	290910	48938
2568	291010	48822
2569	291152	48714
2570	291289	48604
2571	291392	48489
2572	291526	48380
2573	291634	48265
2574	291753	48153
2575	291856	48038
2576	291981	47927
2577	292062	47808
2578	292158	47692
2579	292298	47583
2580	292409	47469
2581	292533	47358
2582	292649	47245
2583	292729	47126
2584	292820	47009
2585	292930	46896
2586	293027	46780
2587	293166	46671
2588	293280	46557
2589	293407	46446
2590	293503	46330
2591	293638	46220
2592	293759	46108
2593	293883	45997
2594	294001	45884
2595	294125	45772
2596	294240	45659
2597	294366	45548
2598	294489	45436
2599	294596	45322
2600	294708	45209
2601	294836	45098
2602	294976	44988
2603	295058	44870
2604	295198	44761
2605	295294	44645
2606	295421	44534
2607	295543	44422
2608	295664	44310
2609	295800	44200
2610	295892	44083
2611	296000	43969
2612	296115	43856
2613	296216	43741
2614	296317	43626
2615	296451	43515
2616	296578	43404
2617	296679	43289
2618	296808	43178
2619	296945	43068
2620	297067	42956
2621	297187	42844
2622	297311	42732
2623	297434	42620
2624	297565	42509
2625	297664	42393
2626	297755	42277
2627	297866	42163
2628	297984	42051
2629	298091	41936
2630	298193	41821
2631	298319	41710
2632	298434	41597
2633	298548	41483
2634	298661	41370
2635	298791	41259
2636	298927	41149
2637	299059	41038
2638	299174	40925
2639	299270	40809
2640	299401	40698
2641	299500	40583
2642	299617	40470
2643	299750	40359
2644	299858	40245
2645	299979	40133
2646	300093	40019
2647	300210	39907
2648	300300	39790
2649	300408	39676
2650	300504	39560
2651	300598	39445
2652	300734	39334
2653	300845	39220
2654	300967	39108
2655	301075	38994
2656	301197	38882
2657	301303	38768
2658	301436	38657
2659	301582	38548
2660	301710	38436
2661	301834	38324
2662	301932	38209
2663	302060	38097
2664	302161	37982
2665	302280	37870
2666	302376	37754
2667	302507	37643
2668	302638	37532
2669	302735	37416
2670	302848	37303
2671	302955	37189
2672	303094	37078
2673	303234	36968
2674	303331	36853
2675	303455	36741
2676	303569	36627
2677	303686	36514
2678	303766	36397
2679	303884	36284
2680	303995	36171
2681	304100	36056
2682	304213	35943
2683	304324	35829
2684	304446	35717
2685	304539	35601
2686	304636	35486
2687	304753	35373
2688	304886	35262
2689	305003	35149
2690	305094	35033
2691	305187	34917
2692	305306	34804
2693	305442	34693
2694	305575	34582
2695	305684	34468
2696	305827	34358
2697	305929	34244
2698	306062	34132
2699	306172	34019
2700	306248	33901
2701	306374	33789
2702	306501	33677
2703	306636	33566
2704	306765	33454
2705	306888	33342
2706	306985	33227
2707	307080	33112
2708	307209	33000
2709	307353	32890
2710	307446	32774
2711	307587	32664
2712	307690	32549
2713	307781	32433
2714	307900	32321
2715	308008	32207
2716	308139	32095
2717	308248	31981
2718	308382	31870
2719	308494	31756
2720	308618	31644
2721	308721	31530
2722	308834	31416
2723	308958	31304
2724	309075	31191
2725	309192	31078
2726	309303	30964
2727	309413	30850
2728	309541	30738
2729	309685	30628
2730	309814	30516
2731	309924	30402
2732	310006	30286
2733	310085	30169
2734	310172	30053
2735	310251	29936
2736	310392	29825
2737	310503	29712
2738	310592	29596
2739	310671	29479
2740	310772	29365
2741	310888	29252
2742	311033	29141
2743	311152	29028
2744	311261	28915
2745	311377	28801
2746	311464	28686
2747	311565	28571
2748	311690	28459
2749	311802	28345
2750	311919	28232
2751	312054	28121
2752	312134	28004
2753	312210	27888
2754	312314	27773
2755	312391	27657
2756	312499	27543
2757	312609	27429
2758	312711	27315
2759	312822	27201
2760	312904	27085
2761	313010	26971
2762	313154	26861
2763	313247	26746
2764	313377	26634
2765	313509	26522
2766	313635	26410
2767	313757	26297
2768	313884	26185
2769	313990	26071
2770	314116	25959
2771	314207	25843
2772	314335	25731
2773	314450	25618
2774	314579	25506
2775	314692	25393
2776	314818	25280
2777	314940	25168
2778	315033	25053
2779	315107	24936
2780	315207	24822
2781	315310	24707
2782	315425	24594
2783	315550	24482
2784	315694	24371
2785	315791	24256
2786	315903	24143
2787	315989	24027
2788	316100	23914
2789	316180	23798
2790	316305	23686
2791	316414	23572
2792	316505	23457
2793	316591	23342
2794	316694	23228
2795	316820	23115
2796	316898	22999
2797	316978	22884
2798	317069	22769
2799	317195	22656
2800	317314	22543
2801	317450	22432
2802	317535	22316
2803	317645	22203
2804	317759	22090
2805	317877	21977
2806	317998	21864
2807	318111	21751
2808	318235	21638
2809	318342	21524
2810	318444	21410
2811	318576	21298
2812	318672	21184
2813	318752	21068
2814	318843	20954
2815	318991	20843
2816	319114	20730
2817	319238	20617
2818	319365	20505
2819	319472	20391
2820	319557	20276
2821	319660	20162
2822	319751	20048
2823	319878	19935
2824	319967	19821
2825	320047	19705
2826	320131	19590
2827	320240	19477
2828	320319	19361
2829	320453	19249
2830	320546	19135
2831	320634	19020
2832	320751	18907
2833	320890	18795
2834	320999	18682
2835	321083	18567
2836	321181	18453
2837	321284	18339
2838	321408	18227
2839	321502	18112
2840	321602	17998
2841	321731	17886
2842	321858	17774
2843	321985	17661
2844	322111	17549
2845	322195	17434
2846	322286	17319
2847	322372	17205
2848	322498	17092
2849	322581	16977
2850	322709	16865
2851	322838	16753
2852	322930	16638
2853	323036	16525
2854	323129	16411
2855	323243	16297
2856	323339	16183
2857	323471	16071
2858	323605	15959
2859	323695	15845
2860	323802	15731
2861	323917	15618
2862	324031	15505
2863	324166	15393
2864	324263	15279
2865	324367	15165
2866	324441	15050
2867	324560	14937
2868	324673	14824
2869	324800	14712
2870	324918	14599
2871	325054	14487
2872	325186	14374
2873	325347	14263
2874	325442	14149
2875	325556	14036
2876	325669	13923
2877	325749	13808
2878	325864	13695
2879	325938	13580
2880	326066	13468
2881	326197	13355
2882	326305	13242
2883	326440	13130
2884	326574	13017
2885	326683	12904
2886	326805	12791
2887	326937	12679
2888	327027	12564
2889	327157	12452
2890	327260	12338
2891	327380	12225
2892	327508	12113
2893	327635	12000
2894	327717	11886
2895	327802	11771
2896	327935	11659
2897	328046	11546
2898	328174	11433
2899	328321	11321
2900	328450	11208
2901	328580	11096
2902	328661	10981
2903	328768	10868
2904	328899	10755
2905	329036	10643
2906	329153	10530
2907	329244	10416
2908	329325	10302
2909	329438	10188
2910	329527	10074
2911	329635	9961
2912	329747	9848
2913	329884	9735
2914	329975	9621
2915	330085	9508
2916	330215	9395
2917	330336	9282
2918	330423	9168
2919	330503	9054
2920	330632	8942
2921	330740	8828
2922	330876	8716
2923	330982	8602
2924	331076	8489
2925	331201	8376
2926	331326	8263
2927	331436	8150
2928	331548	8036
2929	331644	7923
2930	331755	7809
2931	331864	7696
2932	331992	7583
2933	332099	7470
2934	332216	7357
2935	332345	7244
2936	332474	7131
2937	332564	7018
2938	332661	6904
2939	332733	6790
2940	332853	6677
2941	332936	6563
2942	333062	6450
2943	333196	6337
2944	333335	6225
2945	333470	6112
2946	333584	5999
2947	333708	5886
2948	333816	5773
2949	333923	5659
2950	334043	5546
2951	334119	5432
2952	334247	5319
2953	334382	5207
2954	334483	5093
2955	334600	4980
2956	334707	4867
2957	334833	4754
2958	334964	4641
2959	335073	4528
2960	335174	4414
2961	335304	4301
2962	335413	4188
2963	335489	4074
2964	335611	3961
2965	335706	3848
2966	335860	3735
2967	335942	3622
2968	336059	3508
2969	336197	3395
2970	336297	3282
2971	336430	3169
2972	336566	3056
2973	336689	2943
2974	336768	2829
2975	336901	2716
2976	337002	2603
2977	337098	2490
2978	337224	2377
2979	337335	2263
2980	337449	2150
2981	337562	2037
2982	337657	1924
2983	337793	1811
2984	337878	1697
2985	337977	1584
2986	338094	1471
2987	338174	1358
2988	338291	1244
2989	338411	1131
2990	338501	1018
2991	338636	905
2992	338766	792
2993	338876	679
2994	339031	565
2995	339139	452
2996	339252	339
2997	339327	226
2998	339423	113
2999	339526	0
