iter	MAPE
941	0.1185688803
942	0.1185392479
943	0.1185097818
944	0.1184804742
945	0.1184502952
946	0.1184177321
947	0.1183887333
948	0.1183589267
949	0.1183308468
950	0.1183000975
951	0.1182691581
952	0.1182391218
953	0.1182101151
954	0.1181794371
955	0.1181490602
956	0.1181206238
957	0.1180922984
958	0.1180614224
959	0.1180326771
960	0.1180033932
961	0.1179740935
962	0.1179458473
963	0.1179151772
964	0.1178876359
965	0.1178574966
966	0.1178305256
967	0.1178025725
968	0.1177738431
969	0.1177444483
970	0.1177160911
971	0.1176893657
972	0.1176597967
973	0.1176309881
974	0.1176026943
975	0.1175742421
976	0.1175483326
977	0.1175206487
978	0.1174938362
979	0.1174650276
980	0.117438215
981	0.11741145
982	0.1173871088
983	0.1173601458
984	0.1173346561
985	0.1173072891
986	0.1172806033
987	0.1172534739
988	0.1172249029
989	0.1171983676
990	0.117174272
991	0.1171458831
992	0.1171219538
993	0.1170959809
994	0.1170722655
995	0.1170479005
996	0.1170233613
997	0.1169953686
998	0.1169677243
999	0.1169407692
1000	0.1169144161
1001	0.1168875085
1002	0.116864197
1003	0.1168370677
1004	0.1168086551
1005	0.1167816208
1006	0.1167551092
1007	0.1167301898
1008	0.1167039634
1009	0.1166759073
1010	0.1166495304
1011	0.116622908
1012	0.1165974737
1013	0.1165748989
1014	0.1165522607
1015	0.1165298681
1016	0.1165047348
1017	0.1164814233
1018	0.1164568128
1019	0.1164311647
1020	0.1164063561
1021	0.1163830526
1022	0.1163585371
1023	0.1163343861
1024	0.1163117004
1025	0.1162844759
1026	0.1162614972
1027	0.1162386213
1028	0.1162164505
1029	0.1161935589
1030	0.116171293
1031	0.1161476567
1032	0.1161222462
1033	0.1161004873
1034	0.1160760669
1035	0.1160548782
1036	0.1160327312
1037	0.1160096415
1038	0.1159829715
1039	0.1159606898
1040	0.1159356357
1041	0.1159108747
1042	0.1158860979
1043	0.1158632854
1044	0.1158417641
1045	0.1158169714
1046	0.1157907134
1047	0.1157670455
1048	0.115745342
1049	0.115723781
1050	0.1157008023
1051	0.1156773482
1052	0.1156551774
1053	0.1156341868
1054	0.1156117545
1055	0.1155916511
1056	0.1155686168
1057	0.115544545
1058	0.1155227781
1059	0.1155000686
1060	0.1154787453
1061	0.1154577151
1062	0.1154370176
1063	0.1154170171
1064	0.1153965968
1065	0.1153742596
1066	0.1153525482
1067	0.1153321041
1068	0.1153121195
1069	0.1152885229
1070	0.1152668827
1071	0.1152467872
1072	0.1152265015
1073	0.1152055585
1074	0.1151858906
1075	0.1151653832
1076	0.1151464521
1077	0.1151240357
1078	0.1151036867
1079	0.115082696
1080	0.1150628302
1081	0.1150437486
1082	0.1150243817
1083	0.1150017515
1084	0.1149791925
1085	0.1149567682
1086	0.1149344865
1087	0.114914684
1088	0.1148957845
1089	0.1148759821
1090	0.1148540172
1091	0.1148341751
1092	0.1148151647
1093	0.1147935563
1094	0.114772138
1095	0.1147505929
1096	0.1147311152
1097	0.1147084691
1098	0.1146869953
1099	0.1146686661
1100	0.1146491963
1101	0.1146313583
1102	0.1146103597
1103	0.1145884028
1104	0.1145701845
1105	0.1145508652
1106	0.1145299697
1107	0.114509082
1108	0.1144875211
1109	0.1144697939
1110	0.1144498964
1111	0.1144312108
1112	0.1144139034
1113	0.1143963347
1114	0.1143755421
1115	0.1143551614
1116	0.1143365946
1117	0.114316404
1118	0.1142963402
1119	0.1142758486
1120	0.1142572343
1121	0.1142396734
1122	0.1142206156
1123	0.1141999101
1124	0.1141800126
1125	0.1141620636
1126	0.1141422532
1127	0.1141225934
1128	0.1141059751
1129	0.1140854835
1130	0.114067495
1131	0.1140482787
1132	0.1140317
1133	0.1140113748
1134	0.1139919525
1135	0.1139726095
1136	0.1139523793
1137	0.1139327036
1138	0.1139166556
1139	0.1138967898
1140	0.1138772329
1141	0.1138569789
1142	0.113839331
1143	0.1138201305
1144	0.1138024826
1145	0.1137828306
1146	0.1137631865
1147	0.1137463148
1148	0.1137300768
1149	0.1137143457
1150	0.113698781
1151	0.1136772755
1152	0.1136592949
1153	0.1136404588
1154	0.1136216781
1155	0.1136024222
1156	0.1135828019
1157	0.1135642747
1158	0.1135490585
1159	0.1135298105
1160	0.1135121547
1161	0.1134936116
1162	0.1134739913
1163	0.1134539513
1164	0.1134356775
1165	0.1134179504
1166	0.1134017995
1167	0.1133844129
1168	0.1133687135
1169	0.1133508913
1170	0.1133345424
1171	0.1133153578
1172	0.1132936543
1173	0.1132696854
1174	0.1132510235
1175	0.1132308646
1176	0.113214983
1177	0.1131921706
1178	0.11317198
1179	0.1131494052
1180	0.1131260145
1181	0.1131034318
1182	0.1130847224
1183	0.1130664012
1184	0.1130478027
1185	0.1130323093
1186	0.1130141702
1187	0.1129910092
1188	0.1129730444
1189	0.1129551034
1190	0.1129340336
1191	0.1129181995
1192	0.1128996248
1193	0.1128843215
1194	0.1128652398
1195	0.1128453423
1196	0.1128320747
1197	0.1128123435
1198	0.1127974203
1199	0.1127749406
1200	0.1127526747
1201	0.1127323098
1202	0.1127101232
1203	0.1126924039
1204	0.1126729024
1205	0.112657908
1206	0.1126387392
1207	0.1126186991
1208	0.1126013759
1209	0.1125830943
1210	0.1125633156
1211	0.1125436003
1212	0.1125237424
1213	0.1125057776
1214	0.1124868147
1215	0.1124674875
1216	0.1124495148
1217	0.1124282153
1218	0.1124101079
1219	0.1123937035
1220	0.1123807448
1221	0.1123635246
1222	0.1123437459
1223	0.1123303753
1224	0.1123149214
1225	0.1123005607
1226	0.1122816057
1227	0.1122651855
1228	0.1122489713
1229	0.1122347214
1230	0.1122163289
1231	0.1121969938
1232	0.1121808429
1233	0.1121619909
1234	0.1121436222
1235	0.1121248415
1236	0.1121061955
1237	0.112091106
1238	0.1120771493
1239	0.1120623449
1240	0.112046701
1241	0.1120279995
1242	0.1120094407
1243	0.1119924264
1244	0.1119777092
1245	0.1119608771
1246	0.1119428806
1247	0.1119292565
1248	0.1119138977
1249	0.1118944596
1250	0.1118784355
1251	0.1118590608
1252	0.1118412861
1253	0.111823749
1254	0.1118061486
1255	0.1117911304
1256	0.1117726745
1257	0.1117610306
1258	0.111749165
1259	0.1117360162
1260	0.111718891
1261	0.1117039203
1262	0.1116855991
1263	0.1116695195
1264	0.1116523072
1265	0.1116352216
1266	0.1116178271
1267	0.1116019693
1268	0.1115874898
1269	0.111570729
1270	0.1115564395
1271	0.1115397658
1272	0.1115227991
1273	0.1115055551
1274	0.1114886121
1275	0.1114701483
1276	0.1114533241
1277	0.1114408406
1278	0.1114255452
1279	0.111410226
1280	0.1113935127
1281	0.1113785579
1282	0.1113620427
1283	0.1113461373
1284	0.1113279587
1285	0.1113118949
1286	0.1112997916
1287	0.1112861913
1288	0.111271284
1289	0.1112540083
1290	0.1112366931
1291	0.1112208986
1292	0.1112067201
1293	0.1111906325
1294	0.1111787194
1295	0.1111630833
1296	0.1111446908
1297	0.1111288409
1298	0.1111144802
1299	0.1111003571
1300	0.1110857745
1301	0.111070289
1302	0.111055754
1303	0.1110415754
1304	0.1110262166
1305	0.1110130361
1306	0.1109977011
1307	0.1109834354
1308	0.1109692647
1309	0.1109546505
1310	0.1109402581
1311	0.1109252637
1312	0.1109102772
1313	0.1108963204
1314	0.1108826646
1315	0.110868795
1316	0.1108539352
1317	0.1108415547
1318	0.1108214908
1319	0.1108086747
1320	0.1107940605
1321	0.1107793512
1322	0.1107653152
1323	0.1107475722
1324	0.1107354689
1325	0.1107212745
1326	0.1107076029
1327	0.1106942323
1328	0.1106798319
1329	0.1106654236
1330	0.1106476569
1331	0.11063431
1332	0.1106209394
1333	0.1106089629
1334	0.110595418
1335	0.1105768433
1336	0.1105641697
1337	0.1105465455
1338	0.1105324778
1339	0.1105229726
1340	0.1105088812
1341	0.1104915818
1342	0.1104770547
1343	0.1104641752
1344	0.1104538541
1345	0.1104402934
1346	0.1104270337
1347	0.1104089104
1348	0.1103956507
1349	0.1103822563
1350	0.1103690441
1351	0.1103561804
1352	0.1103425643
1353	0.1103263262
1354	0.1103125992
1355	0.1102991573
1356	0.1102877827
1357	0.1102700793
1358	0.1102587285
1359	0.1102453896
1360	0.1102296268
1361	0.1102184741
1362	0.1101995113
1363	0.1101826871
1364	0.1101695066
1365	0.1101568092
1366	0.1101436049
1367	0.1101266619
1368	0.1101080793
1369	0.110091976
1370	0.1100789539
1371	0.1100659714
1372	0.1100485293
1373	0.1100360617
1374	0.1100187306
1375	0.1100061838
1376	0.1099871892
1377	0.1099711572
1378	0.1099578341
1379	0.1099451526
1380	0.1099288116
1381	0.1099147597
1382	0.1099026248
1383	0.1098900067
1384	0.1098740379
1385	0.1098570158
1386	0.1098388133
1387	0.1098225199
1388	0.1098046026
1389	0.109792531
1390	0.1097780831
1391	0.109765164
1392	0.1097491557
1393	0.1097372663
1394	0.1097256858
1395	0.1097080378
1396	0.1096925365
1397	0.1096803382
1398	0.1096629437
1399	0.1096505394
1400	0.109638753
1401	0.1096260398
1402	0.1096081067
1403	0.1095923915
1404	0.1095746009
1405	0.1095625373
1406	0.1095515271
1407	0.1095345999
1408	0.1095230036
1409	0.1095062191
1410	0.1094954624
1411	0.1094800719
1412	0.1094648319
1413	0.1094536633
1414	0.1094358728
1415	0.1094245854
1416	0.1094098919
1417	0.1093927668
1418	0.1093810516
1419	0.1093703108
1420	0.1093538589
1421	0.1093429438
1422	0.1093261988
1423	0.1093114182
1424	0.1092999566
1425	0.1092837423
1426	0.1092688905
1427	0.1092581655
1428	0.1092416423
1429	0.1092251508
1430	0.1092140773
1431	0.1092034077
1432	0.1091890786
1433	0.1091769516
1434	0.1091660365
1435	0.1091548916
1436	0.1091443171
1437	0.1091278494
1438	0.1091158174
1439	0.109105132
1440	0.1090924743
1441	0.1090761887
1442	0.1090590319
1443	0.1090419463
1444	0.109031253
1445	0.1090180566
1446	0.109006793
1447	0.1089908005
1448	0.1089802656
1449	0.1089670851
1450	0.1089566056
1451	0.1089441697
1452	0.1089253732
1453	0.1089137293
1454	0.1088999864
1455	0.1088844771
1456	0.1088742511
1457	0.1088573794
1458	0.1088436127
1459	0.1088282143
1460	0.1088178458
1461	0.1088002374
1462	0.1087899798
1463	0.1087793102
1464	0.108766296
1465	0.108755571
1466	0.1087455034
1467	0.1087301842
1468	0.1087199266
1469	0.1087093362
1470	0.1086989043
1471	0.1086885119
1472	0.108678484
1473	0.1086632281
1474	0.1086533586
1475	0.1086409939
1476	0.1086244628
1477	0.1086100387
1478	0.108597682
1479	0.1085880025
1480	0.1085730081
1481	0.1085628138
1482	0.1085480332
1483	0.108538235
1484	0.1085267654
1485	0.1085166899
1486	0.1085072164
1487	0.1084975528
1488	0.1084828831
1489	0.1084681659
1490	0.1084563557
1491	0.108445702
1492	0.1084299789
1493	0.108413828
1494	0.1083994039
1495	0.1083856293
1496	0.108375728
1497	0.1083657872
1498	0.1083547137
1499	0.108338745
1500	0.1083214534
1501	0.1083114175
1502	0.1083020312
1503	0.1082892705
1504	0.1082795118
1505	0.1082681056
1506	0.10825403
1507	0.1082426713
1508	0.1082318116
1509	0.1082221876
1510	0.1082049357
1511	0.1081884126
1512	0.1081732518
